node,label,degree,weighted_degree,betweenness,closeness,eigenvector,pagerank,clustering_coef,core_number
289,HBDIS003237,7,3.6444419999999997,0.000465989093336356,0.17409921212544044,0.047329606517746176,0.002029835797436531,0.3922425906066761,5
290,HBDIS003242,5,2.917285,0.0,0.166834043995405,0.032584761956662836,0.0016009222411838418,0.536524041124926,5
291,HBDIS003246,7,3.5258270000000005,2.5188599639803025e-05,0.16860607843762979,0.038178348159528405,0.0019849173607417786,0.3283210114156835,5
292,HBDIS003260,8,3.9622119999999996,0.00028966889585773476,0.1747320287797156,0.04870671013393535,0.0022204427904673973,0.30946605172038305,5
293,HBDIS003290,5,2.150909,0.0,0.1535332629249119,0.027858096260563923,0.0012846121315852506,0.6263189418230375,5
294,HBDIS003337,6,2.684364,0.00015113159783881815,0.1602352929345172,0.040008909450317376,0.001537303888093257,0.5041086860171571,5
295,HBDIS003414,5,1.238504,0.010843692144935203,0.12009051279974382,0.009976930495629716,0.0009309622950692056,0.24050356590629277,5
296,HBDIS003450,5,1.869641,0.0,0.14597692222482408,0.021743698987283788,0.0011874108111459712,0.45290487447075617,5
297,HBDIS003468,8,2.4836579999999997,0.0018009848742459164,0.1492363577136345,0.021975518284306834,0.001711940505991435,0.18237652983632274,5
298,HBDIS003471,6,2.0094,0.0029596604576768554,0.14102023744509615,0.011154280042609533,0.0013460270662265792,0.1471411254413438,5
299,HBDIS003516,5,2.8552910000000002,0.0,0.16837923053159284,0.04317760232702605,0.0015566680219111274,0.7597479821642551,5
300,HBDIS003527,8,3.1666420000000004,0.00022669739675822723,0.15981566462392288,0.039408845576729495,0.0018917601299695936,0.2864506538495307,5
301,HBDIS003558,6,2.612384,0.0,0.16182437422024815,0.04100217514743697,0.0015235851707365794,0.4642906296646666,5
302,HBDIS003589,5,3.501811,0.0,0.1778452326926239,0.057399452608160095,0.001816523870557029,0.8715440179867067,5
303,HBDIS003597,6,1.4052509999999998,0.004445787836425234,0.1086186718719456,0.00248776576589827,0.0012002232778773562,0.0,5
304,HBDIS003604,5,1.6500730000000001,8.816009873931059e-05,0.13853377330985622,0.027046104831736244,0.001054284046478868,0.5277519082951269,5
305,HBDIS003649,6,3.502618000000001,0.0,0.17298328353539172,0.049728465333080084,0.001867578629971198,0.641802228218795,5
306,HBDIS004047,5,2.031397,0.0012720242818100528,0.14699552000658447,0.012165963991014921,0.0012937617994909292,0.11688563119545348,5
307,HBDIS004110,6,2.3175000000000003,0.0007934408886537953,0.1513696827298394,0.02042322413367989,0.0014756350737601986,0.31959985173246935,5
